folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Sleep Monitoring/Polysomnography/Respiratory Event Counts,slpa86,Total number of central apneas with no oxygen desaturation threshold used during sleep in supine position from type III home sleep apnea test,,numeric,,,ttlnumca_pb_ca0n_f1t3,,,
Sleep Monitoring/Polysomnography/Sleep Architecture,slpa87,Total Duration of Central Apnea: Central apneas with no oxygen desaturation threshold used during sleep from type III home sleep apnea test,,numeric,hours,,ttldurca_ca0n_f1t3,,,
Sleep Monitoring/Polysomnography/Sleep Architecture,slpa88,Total Duration of Central Apnea (Non-Supine): Central apneas with no oxygen desaturation threshold used during sleep in non-supine position from type III home sleep apnea test,,numeric,seconds,,ttldurca_po_ca0n_f1t3,,,
Sleep Monitoring/Polysomnography/Sleep Architecture,slpa89,Total Duration of Central Apnea (Supine): Central apneas with no oxygen desaturation threshold used during sleep in supine position from type III home sleep apnea test,,numeric,seconds,,ttldurca_pb_ca0n_f1t3,,,
Sleep Monitoring/Polysomnography/Administrative,slpa9,Hours of valid recording time - Cannula,,numeric,hours,,,,,
Sleep Monitoring/Polysomnography/Oxygen Saturation,slpa90,Baseline level of oxygen saturation from type III home sleep apnea test,,numeric,percent,,baslvlsa_f1t3,,,
Sleep Monitoring/Polysomnography/Oxygen Saturation,slpa91,Minimum from type III home sleep apnea test,,numeric,percent,,minllvlsa_f1t3,,,
Sleep Monitoring/Polysomnography/Oxygen Saturation,slpa92,Average oxygen saturation over estimated sleep duration from type III home sleep apnea test,"Estimated sleep duration, providing an approximation of total sleep duration (i.e. total sleep time) inferred from analysis of non-EEG channels [Zhao et al., 2017 (PMID:27707441)]( https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5181603/) ",numeric,percent,,avglvlsa_f1t3,,,
Sleep Monitoring/Polysomnography/Oxygen Saturation,slpa93,Standard deviation level of oxygen saturation from type III home sleep apnea test,,numeric,percent,,stdlvlsa_f1t3,,,
Sleep Monitoring/Polysomnography/Oxygen Saturation,slpa94,Average level of oxygen saturation in non-supine position from type III home sleep apnea test,,numeric,percent,,avglvlsa_po_f1t3,,,
Sleep Monitoring/Polysomnography/Oxygen Saturation,slpa95,Average level of oxygen saturation in supine position from type III home sleep apnea test,,numeric,percent,,avglvlsa_pb_f1t3,,,
Sleep Monitoring/Polysomnography/Sleep Architecture,slpa96,Percentage of total estimated sleep duration with < 95% oxygen saturation from type III home sleep apnea test,,numeric,percent,,pctdursp_salt95_f1t3,,,
Sleep Monitoring/Polysomnography/Sleep Architecture,slpa97,Percentage of total estimated sleep duration with < 90% oxygen saturation from type III home sleep apnea test,Sleep duration is the interval between sleep onset time and lights on/out-bed time while asleep,numeric,percent,,pctdursp_salt90_f1t3,,,
Sleep Monitoring/Polysomnography/Sleep Architecture,slpa98,Percentage of total estimated sleep duration with < 85% oxygen saturation from type III home sleep apnea test,Sleep duration is the interval between sleep onset time and lights on/out-bed time while asleep,numeric,percent,,pctdursp_salt85_f1t3,,,
Sleep Monitoring/Polysomnography/Sleep Architecture,slpa99,Percentage of total estimated sleep duration with < 80% oxygen saturation from type III home sleep apnea test,Sleep duration is the interval between sleep onset time and lights on/out-bed time while asleep,numeric,percent,,pctdursp_salt80_f1t3,,,
Sleep Questionnaires/Sleep Habits,slpdur,Average sleep duration (hours),"This is a numeric variable that calculates the average daily sleep duration during an entire week (five weekdays and two weekend days), using self-reported sleep data.",numeric,hours,,,,,
Sleep Questionnaires/Sleep Habits,slpdur_sueno,Average sleep duration,,numeric,hours,,,,,
Sleep Questionnaires/Sleep Habits,slpdur_wkday,Weekday sleep duration (hours),This is a numeric variable that calculates the self-reported sleep duration during weekdays.,numeric,hours,,,,,
Sleep Questionnaires/Sleep Habits,slpdur_wkday_sueno,Weekday sleep duration,,numeric,hours,,,,,
Sleep Questionnaires/Sleep Habits,slpdur_wkend,Weekend sleep duration (hours),This is a numeric variable that calculates the self-reported sleep duration during weekend days.,numeric,hours,,,,,
Sleep Questionnaires/Sleep Habits,slpdur_wkend_sueno,Weekend sleep duration,,numeric,hours,,,,,
Sleep Questionnaires/Hypersomnia,spea10,Times felt sleepy during the day in past 4 wks,,choices,,freq4weeks,,,,
Sleep Questionnaires/Sleep Disturbance,spea11,Overall night sleep quality in past 4 wks,,choices,,typical_night_sleep,,,,
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),spea12a,Epworth Sleepiness Scale: Chance of dozing while sitting and reading,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/hchs/variables?search=epworth),choices,,epworth,hchs_sleep_questionnaire;epworth;ess_1sitread,,,
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),spea12b,Epworth Sleepiness Scale: Chance of dozing while watching TV,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/hchs/variables?search=epworth),choices,,epworth,hchs_sleep_questionnaire;epworth;ess_2watchingtv,,,
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),spea12c,"Epworth Sleepiness Scale: Chance of dozing while sitting, inactive in a public place",Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/hchs/variables?search=epworth),choices,,epworth,hchs_sleep_questionnaire;epwroth;ess_3sitinactive,,,
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),spea12d,Epworth Sleepiness Scale: Chance of dozing as a passenger in a car for an hour without a break,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/hchs/variables?search=epworth),choices,,epworth,hchs_sleep_questionnaire;epwroth;ess_4passenger,,,
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),spea12e,Epworth Sleepiness Scale: Chance of dozing while lying down in the afternoon when circumstances permit,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/hchs/variables?search=epworth),choices,,epworth,hchs_sleep_questionnaire;epwroth;ess_5lyingdown,,,
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),spea12f,Epworth Sleepiness Scale: Chance of dozing while sitting and talking to someone,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/hchs/variables?search=epworth),choices,,epworth,hchs_sleep_questionnaire;epwroth;ess_6sittalk,,,
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),spea12g,Epworth Sleepiness Scale: Chance of dozing while sitting quietly after lunch without alcohol,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/hchs/variables?search=epworth),choices,,epworth,hchs_sleep_questionnaire;epwroth;ess_7afterlunch,,,
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),spea12h,"Epworth Sleepiness Scale: Chance of dozing while in a car, while stopped for a few minutes in traffic",Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/hchs/variables?search=epworth),choices,,epworth,hchs_sleep_questionnaire;epwroth;ess_8stoppedcar,,,
Sleep Questionnaires/Hypersomnia,spea12i,Doze off chance: At dinner table,,choices,,epworth,,,,
Sleep Questionnaires/Hypersomnia,spea12j,Doze off chance: While driving,,choices,,epworth,,,,
Sleep Questionnaires/Sleep Disordered Breathing,spea13,How often snore per week,,choices,,snore_frequency,,,,
Sleep Questionnaires/Sleep Disordered Breathing,spea14,How often stop breathing in sleep per wk,,choices,,stop_breathing_frequency,,,,
Sleep Questionnaires/Parasomnia,spea15,Desire to move legs because discomfort,,choices,,noyesdk,,,,
Sleep Questionnaires/Parasomnia,spea16,Need to move legs to relieve discomfort,,choices,,noyesdkqs,,,,
Sleep Questionnaires/Parasomnia,spea17,"Discomfort worse at rest, relief by activity",,choices,,noyesdkqs,,,,
Sleep Questionnaires/Parasomnia,spea18,Discomfort symptoms worse later in day,,choices,,noyesdkqs,,,,
Sleep Questionnaires/Sleep Habits,spea1a_2401,Bedtime WEEKDAY (24-hour clock),,time,,,,,,
Sleep Questionnaires/Sleep Habits,spea1b_2401,Bedtime WEEKEND (24-hour clock),,time,,,,,,
Sleep Questionnaires/Sleep Habits,spea2a_2401,Wakeup time WEEKDAY (24-hour clock),,time,,,,,,
Sleep Questionnaires/Sleep Habits,spea2b_2401,Wakeup time WEEKEND (24-hour clock),,time,,,,,,
Sleep Questionnaires/Sleep Habits,spea3,Times Nap 5+ min during usual week,,choices,,nap_usual_week,,,,
Sleep Questionnaires/Sleep Disturbance,spea4,Times Trouble falling asleep in past 4 wks,,choices,,freq4weeks,,,,
Sleep Questionnaires/Sleep Disturbance,spea5,Times Wake up several times at night in past 4 wks,,choices,,freq4weeks,,,,
Sleep Questionnaires/Sleep Disturbance,spea6,Times Wake up earlier than planned in past 4 wks,,choices,,freq4weeks,,,,
Sleep Questionnaires/Sleep Disturbance,spea7,Times Trouble getting back to sleep in past 4 wks,,choices,,freq4weeks,,,,
Sleep Questionnaires/Sleep Disturbance,spea8,Times Took sleeping pills in past 4 wks,,choices,,freq4weeks,,,,
Sleep Questionnaires/Sleep Disturbance,spea9,Times Sleep difficulties made me irritable in past 4 wks,,choices,,freq4weeks,,,,
Sleep Questionnaires/Chronotype,sqea1,Get up time if free to plan day,,choices,,getuptime,hchs_sleep_questionnaire_II;chronotype,,,
Sleep Questionnaires/Sleep Disturbance,sqea10,Problem w/sleep in past two weeks (Y/N),,choices,,noyes01,hchs_sleep_questionnaire_II;insomnia,,,
Sleep Questionnaires/Sleep Disturbance,sqea11,Sleep problem interfere w/ daily functioning,,choices,,interfere,hchs_sleep_questionnaire_II;sleep_related_impairment,,,
Sleep Questionnaires/Sleep Disturbance,sqea12,How noticeable sleep problem to others,,choices,,noticeable,hchs_sleep_questionnaire_II;sleep_related_impairment,,,
Sleep Questionnaires/Sleep Disturbance,sqea13,How worried about sleep problem,,choices,,worriedlevel,hchs_sleep_questionnaire_II;sleep_satisfaction,,,
Sleep Questionnaires/Sleep Habits,sqea14,TV in bedroom (Y/N),,choices,,noyes01,hchs_sleep_questionnaire_II;sleep_hygiene,,,
Sleep Questionnaires/Sleep Habits,sqea15,Use TV to help fall asleep,,choices,,freq4weeks0s,hchs_sleep_questionnaire_II;insomnia_treatment,,,
Sleep Questionnaires/Sleep Habits,sqea16,Drink alcohol to help sleep,,choices,,freq4weeks0,hchs_sleep_questionnaire_II;insomnia_treatment,,,
Sleep Questionnaires/Sleep Habits,sqea17,Nonalcoholic drink to help sleep,,choices,,freq4weeks0,hchs_sleep_questionnaire_II;insomnia_treatment,,,
Sleep Questionnaires/Sleep Habits,sqea18,Natural or herbal medicine to help sleep,,choices,,freq4weeks0,hchs_sleep_questionnaire_II;insomnia_treatment,,,
Sleep Questionnaires/Sleep Habits,sqea19,OTC Medicine to help sleep,,choices,,freq4weeks0,hchs_sleep_questionnaire_II;insomnia_treatment,,,
Sleep Questionnaires/Chronotype,sqea2,Tiredness in 1st 30 min after woken in morning,,choices,,tiredmorning,hchs_sleep_questionnaire_II;chronotype,,,
Sleep Questionnaires/Sleep Habits,sqea20,Prescription medicine to help sleep,,choices,,freq4weeks0,hchs_sleep_questionnaire_II;insomnia_treatment,,,
Sleep Questionnaires/Sleep Habits,sqea21,Cups of coffee on typical day,,integer,servings,,hchs_sleep_questionnaire_II;sleep_hygiene,,,
Sleep Questionnaires/Sleep Habits,sqea22,Cups of tea on typical day,,integer,servings,,hchs_sleep_questionnaire_II;sleep_hygiene,,,
Sleep Questionnaires/Sleep Habits,sqea23,Glasses/cans of soda on typical day,,integer,servings,,hchs_sleep_questionnaire_II;sleep_hygiene,,,
Sleep Questionnaires/Sleep Habits,sqea24,Energy drinks on typical day,,integer,servings,,hchs_sleep_questionnaire_II;sleep_hygiene,,,
Sleep Questionnaires/Sleep Habits,sqea25,Use caffeinated drinks to stay awake,,choices,,freq4weeks0,hchs_sleep_questionnaire_II;sleep_hygiene,,,
Sleep Questionnaires/Chronotype,sqea3,Time in evening feel tired and need sleep,,choices,,feeltired,hchs_sleep_questionnaire_II;chronotype,,,
Sleep Questionnaires/Chronotype,sqea4,'Feeling best' time of day,,choices,,feelingbest,hchs_sleep_questionnaire_II;chronotype,,,
Sleep Questionnaires/Chronotype,sqea5,Morning or Evening type,,choices,,morneve,hchs_sleep_questionnaire_II;chronotype,,,
Sleep Questionnaires/Sleep Disturbance,sqea6,Severity of difficulty falling asleep,,choices,,probsev,hchs_sleep_questionnaire_II;insomnia,,,
Sleep Questionnaires/Sleep Disturbance,sqea7,Severity of difficulty staying alseep,,choices,,probsev,hchs_sleep_questionnaire_II;insomnia,,,
Sleep Questionnaires/Sleep Disturbance,sqea8,Severity of problem waking up too early,,choices,,probsev,hchs_sleep_questionnaire_II;insomnia,,,
Sleep Questionnaires/Sleep Disturbance,sqea9,Satisfaction with current sleep pattern,,choices,,satisfied,hchs_sleep_questionnaire_II;sleep_satisfaction,,,
General Health/Quality of Life,stai10,10-Item State Trait Anxiety Inventory,"This variable is the sum of (WBEA11-WBEA20), where positively worded items (WBEA12, WBEA17, WBEA19) are reverse coded, and 1 is added to all responses (converting from 0-3 to 1-4 scale to match the standardized instrument scoring). For participants with 1 or 2 missing items, STAI10 is equal to the weighted average of the nonmissing items*10.",numeric,,,,,,
General Health/Quality of Life,stai10_sueno,10-Item State Trait Anxiety Inventory,"This variable is the sum of (WBEA11-WBEA20), where positively worded items (WBEA12, WBEA17, WBEA19) are reverse coded, and 1 is added to all responses (converting from 0-3 to 1-4 scale to match the standardized instrument scoring). For participants with 1 or 2 missing items, STAI10 is equal to the weighted average of the nonmissing items*10.",numeric,,,,,,
Administrative/Study Design,strat,Stratification Variable ID,"This variable is the sample design stratification variable used in statistical analyses as the stratum variable that is a combination of field center, Hispanic household proportion, and SES.",numeric,,,,,,
Administrative/Study Design,strat_cnt,Stratum-level Hispanic Household Frame Counts,This variable is the sample design stratification household frame variable used in statistical analyses.,numeric,,,,,,
Medical History,stroke,"Prevalent Stroke, self report",This variable checks for self-report medical history of stroke.,choices,,noyes01q,,,,
Medical History,stroke_sueno,"Prevalent Stroke, self-reported",,choices,,noyes01q,,,,
Medical History,stroke_tia,"Prevalent Stroke or TIA, self report",This variable checks for medical history or mini-stroke or TIA.,choices,,noyes01,,,,
